50音順,「ことばリスト」順,見出し,読み,アクセント,"ローマ字
（「入門」のみ）",英訳,品詞,部,課,活動
3646,630,ホラー,ホラー,ホ↓ラー,horaa,horror,N,入門,11,2
3775,623,ミステリー,ミステリー,ミ↓ステリー,misuterii,mystery,N,入門,11,2
3837,625,村上春樹,むらかみはるき,むらかみは↓るき,murakami haruki,Murakami Haruki,N,入門,11,2
4100,620,ラグビー,ラグビー,ラ↓グビー,ragubii,rugby,N,入門,11,2
4173,627,恋愛映画,れんあいえいが,れんあいえ↓いが,ren'ai-eega,romantic movie,N,入門,11,2
4198,633,ロック,ロック,ロ↓ック,rokku,rock,N,入門,11,2
118,654,あまり,あまり,あまり○,amari,rarely,,入門,11,3
248,650,いつも,いつも,い↓つも,itsumo,always,,入門,11,3
426,662,えらいですね,えらいですね,えら↓いですね,erai desu ne,That's admirable.,Exp,入門,11,3
888,661,～かなあ,～かなあ,～かな↓あ,～kanaa, I wonder ～ （expresses that the speaker is thinking as they talk）,Exp,入門,11,3
1011,638,聞く／聞きます,きく／ききます,きく○／ききま↓す,kiku / kikimasu,to listen,V［1］,入門,11,3
1479,660,ごろごろ（する）／ごろごろ（します）,ごろごろ（する）／ごろごろ（します）,ご↓ろごろ（する）／ご↓ろごろ（します）,gorogoro (suru) / goｒoｇoro (shimasu),(to) laze around,N/V［3］,入門,11,3
1613,646,散歩,さんぽ,さんぽ○,sanpo,take a walk,N,入門,11,3
2083,643,する／します,する／します,する○／しま↓す,suru / shimasu,to do,V［3］,入門,11,3
2160,655,ぜんぜん,ぜんぜん,ぜんぜん○,zenzen,(not) at all,,入門,11,3
2163,645,洗濯,せんたく,せんたく○,sentaku,laundry,N,入門,11,3
2188,644,掃除,そうじ,そうじ○,sooji,cleaning,N,入門,11,3
2228,658,外,そと,そ↓と,soto,outside,N,入門,11,3
2297,651,たいてい,たいてい,たいてい○,taitee,usually,,入門,11,3
2617,656,テニス,テニス,テ↓ニス,tenisu,tennis,N,入門,11,3
2636,641,テレビ,テレビ,テ↓レビ,terebi,television,N,入門,11,3
2740,653,ときどき,ときどき,ときどき○,tokidoki,sometimes,,入門,11,3
3226,657,パチンコ,パチンコ,パチンコ○,pachinko,pachinko,N,入門,11,3
3376,659,1人で,ひとりで,ひと↓りで,hitori de,on my own,,入門,11,3
3584,647,勉強する／勉強します,べんきょうする／べんきょうします,べんきょうする○／べんきょうしま↓す,benkyoo-suru / benkyoo-shimasu,to study,V［3］,入門,11,3
3651,639,本,ほん,ほ↓ん,hon,book,N,入門,11,3
3812,642,見る／見ます,みる／みます,み↓る／みま↓す,miru / mimasu,to watch,V［2］,入門,11,3
3968,649,休みの日,やすみのひ,やすみのひ↓,yasumi no hi,day off,N,入門,11,3
4015,648,ゆっくりする／ゆっくりします,ゆっくりする／ゆっくりします,ゆっく↓りする／ゆっく↓りします,yukkuri-suru / yukkuri-shimasu,to relax,V［3］,入門,11,3
4046,652,よく,よく,よ↓く,yoku,often,,入門,11,3
4069,640,読む／読みます,よむ／よみます,よ↓む／よみま↓す,yomu / yomimasu,to read,V［1］,入門,11,3
1923,663,ショッピング,ショッピング,ショ↓ッピング,shoppingu,shopping,N,入門,11,4
2696,665,投稿,とうこう,とうこう○,tookoo,post,N,入門,11,4
3433,664,ファッション,ファッション,ファ↓ッション,fasshon,fashion,N,入門,11,4
3463,667,フォロー中,フォローちゅう,フォローちゅう○,foroochuu,following,N,入門,11,4
3464,666,フォロワー,フォロワー,フォロワー○,forowaa,follower,N,入門,11,4
3625,668,募集中,ぼしゅうちゅう,ぼしゅうちゅう○,boshuuchuu,looking for ～,N,入門,11,4
24,692,あおぞら,あおぞら,あおぞ↓ら,aozora,blue skies,N,入門,12,1
207,697,1月,いちがつ,いちがつ↓,ichi-gatsu,January,N,入門,12,1
228,714,5日,いつか,いつか○,itsuka,5th (day of the month),N,入門,12,1
255,671,イベント,イベント,イベント○,ibento,event,N,入門,12,1
389,683,映画上映会,えいがじょうえいかい,えいがじょうえ↓いかい,eega-jooeekai,film screening,N,入門,12,1
431,680,～円,～えん,～えん,～en,～ yen,,入門,12,1
442,676,縁日,えんにち,え↓んにち,ennichi,festival day,N,入門,12,1
610,686,お問い合わせ,おといあわせ,おといあわせ○,otoiawase ,inquiries,N,入門,12,1
758,670,会場,かいじょう,かいじょう○,kaijoo,venue,N,入門,12,1
1161,705,9月,くがつ,く↓がつ,ku-gatsu,September,N,入門,12,1
1331,688,交流,こうりゅう,こうりゅう○,kooryuu,exchange,N,入門,12,1
1357,701,5月,ごがつ,ご↓がつ,go-gatsu,May,N,入門,12,1
1375,718,9日,ここのか,ここのか○,kokonoka,9th (day of the month),N,入門,12,1
1592,699,3月,さんがつ,さ↓んがつ,san-gatsu,March,N,入門,12,1
1599,740,31日,さんじゅういちにち,さ↓んじゅう△いちにち↓,sanjuu-ichi-nichi,31st (day of the month),N,入門,12,1
1600,739,30日,さんじゅうにち,さんじゅ↓うにち,sanjuu-nichi,30th (day of the month),N,入門,12,1
1633,700,4月,しがつ,しがつ↓,shi-gatsu,April,N,入門,12,1
1668,703,7月,しちがつ,しちがつ↓,shichi-gatsu,July,N,入門,12,1
1746,707,11月,じゅういちがつ,じゅういちがつ↓,juu-ichi-gatsu,November,N,入門,12,1
1748,720,11日,じゅういちにち,じゅういちにち↓,juu-ichi-nichi,11th (day of the month),N,入門,12,1
1751,706,10月,じゅうがつ,じゅうがつ↓,juu-gatsu,October,N,入門,12,1
1757,728,19日,じゅうくにち,じゅうく↓にち,juu-ku-nichi,19th (day of the month),N,入門,12,1
1762,724,15日,じゅうごにち,じゅうご↓にち,juu-go-nichi,15th (day of the month),N,入門,12,1
1766,722,13日,じゅうさんにち,じゅうさ↓んにち,juu-san-nichi,13th (day of the month),N,入門,12,1
1770,726,17日,じゅうしちにち,じゅうしちにち↓,juu-shichi-nichi,17th (day of the month),N,入門,12,1
1787,708,12月,じゅうにがつ,じゅうにがつ↓,juu-ni-gatsu,December,N,入門,12,1
1789,721,12日,じゅうににち,じゅうににち↓,juu-ni-nichi,12th (day of the month),N,入門,12,1
1794,727,18日,じゅうはちにち,じゅうはちにち↓,juu-hachi-nichi,18th (day of the month),N,入門,12,1
1803,723,14日,じゅうよっか,じゅうよっか○／じゅ↓うよっか,juu-yokka,14th (day of the month),N,入門,12,1
1808,725,16日,じゅうろくにち,じゅうろくにち↓,juu-roku-nichi,16th (day of the month),N,入門,12,1
1848,685,上映作品,じょうえいさくひん,じょうえいさ↓くひん,jooee-sakuhin,film shown,N,入門,12,1
2038,675,ステージ,ステージ,ステ↓ージ,suteeji,performance,N,入門,12,1
2369,687,楽しもう！,たのしもう！,たのしも↓う！,tanoshimoo!,Let's enjoy ～.,Exp,入門,12,1
2383,673,食べ物,たべもの,たべも↓の／たべ↓もの,tabemono,food,N,入門,12,1
2466,691,駐車場,ちゅうしゃじょう,ちゅうしゃじょう○,chuushajoo,parking lot,N,入門,12,1
2500,710,1日,ついたち,ついたち↓,tsuitachi,1st (day of the month),N,入門,12,1
2678,693,問い合わせ先,といあわせさき,といあわせさき○,toiawasesaki,contact details (for inquiries),N,入門,12,1
2732,719,10日,とおか,とおか○,tooka,10th (day of the month),N,入門,12,1
2878,669,夏祭り,なつまつり,なつま↓つり,natsu-matsuri,summer festival,N,入門,12,1
2899,716,7日,なのか,なのか○,nanoka,7th (day of the month),N,入門,12,1
2922,709,何月,なんがつ,な↓んがつ,nan-gatsu,which month,N,入門,12,1
2932,741,何日,なんにち,な↓んにち,nan-nichi,which day of the month,N,入門,12,1
2947,698,2月,にがつ,にがつ↓,ni-gatsu,February,N,入門,12,1
2969,730,21日,にじゅういちにち,に↓じゅう△いちにち↓,nijuu-ichi-nichi,21st (day of the month),N,入門,12,1
2970,738,29日,にじゅうくにち,に↓じゅう△く↓にち,nijuu-ku-nichi,29th (day of the month),N,入門,12,1
2971,734,25日,にじゅうごにち,に↓じゅう△ご↓にち,nijuu-go-nichi,25th (day of the month),N,入門,12,1
2973,732,23日,にじゅうさんにち,に↓じゅう△さ↓んにち,nijuu-san-nichi,23rd (day of the month),N,入門,12,1
2975,736,27日,にじゅうしちにち,に↓じゅう△しちにち↓,nijuu-shichi-nichi,27th (day of the month),N,入門,12,1
2977,731,22日,にじゅうににち,に↓じゅう△に↓にち,nijuu-ni-nichi,22nd (day of the month),N,入門,12,1
2978,737,28日,にじゅうはちにち,に↓じゅう△はちにち↓,nijuu-hachi-nichi,28th (day of the month),N,入門,12,1
2980,733,24日,にじゅうよっか,に↓じゅう△よっか○,nijuu-yokka,24th (day of the month),N,入門,12,1
2981,735,26日,にじゅうろくにち,に↓じゅう△ろくにち↓,nijuu-roku-nichi,26th (day of the month),N,入門,12,1
2988,690,日時,にちじ,に↓ちじ,nichiji,date and time,N,入門,12,1
3015,694,日本語ボランティア教室,にほんごボランティアきょうしつ,にほんごボランティアきょ↓うしつ,nihongo-borantia-kyooshitsu,Japanese-language volunteer class,N,入門,12,1
3022,696,入場無料,にゅうじょうむりょう,にゅうじょうむりょう○,nyuujoo-muryoo,free entry,N,入門,12,1
3023,679,入場料,にゅうじょうりょう,にゅうじょ↓うりょう,nyuujooryoo,entry fee,N,入門,12,1
3109,674,飲み物,のみもの,のみも↓の／のみ↓もの,nomimono,drink,N,入門,12,1
3139,689,バーベキュー,バーベキュー,バーベ↓キュー,baabekyuu,barbecue,N,入門,12,1
3195,681,場所,ばしょ,ばしょ○,basho,place,N,入門,12,1
3219,704,8月,はちがつ,はちがつ↓,hachi-gatsu,August,N,入門,12,1
3229,729,20日,はつか,はつか○,hatsuka,20th (day of the month),N,入門,12,1
3423,672,広場,ひろば,ひ↓ろば,hiroba,square,N,入門,12,1
3455,695,フェスティバル,フェスティバル,フェ↓スティバル,fesutibaru,festival,N,入門,12,1
3495,711,2日,ふつか,ふつか○,futsuka,2nd (day of the month),N,入門,12,1
3537,684,プログラム,プログラム,プログ↓ラム,puroguramu,program,N,入門,12,1
3544,677,文化センター,ぶんかセンター,ぶんかセ↓ンター,bunka-sentaa,cultural center,N,入門,12,1
3613,682,ホール,ホール,ホ↓ール,hooru,hall,N,入門,12,1
3787,712,3日,みっか,みっか○,mikka,3rd (day of the month),N,入門,12,1
3822,715,6日,むいか,むいか○,muika,6th (day of the month),N,入門,12,1
3940,678,野外,やがい,や↓がい,yagai,outdoors,N,入門,12,1
4027,717,8日,ようか,ようか○,yooka,8th (day of the month),N,入門,12,1
4054,713,4日,よっか,よっか○,yokka,4th (day of the month),N,入門,12,1
4189,702,6月,ろくがつ,ろくがつ↓,roku-gatsu,June,N,入門,12,1
52,744,あさって,あさって,あさ↓って,asatte,day after tomorrow,N,入門,12,2
60,743,明日,あした,あした↓,ashita,tomorrow,N,入門,12,2
942,748,空手,からて,からて○,karate,karate,N,入門,12,2
1106,742,今日,きょう,きょ↓う,kyoo,today,N,入門,12,2
1490,745,今週,こんしゅう,こんしゅう○,konshuu,this week,N,入門,12,2
1608,755,残念です,ざんねんです,ざんね↓んです,zannen desu,That's a shame.,Exp,入門,12,2
1616,749,試合,しあい,しあい○,shiai,match / game,N,入門,12,2
2207,753,そうですね,そうですね,そ↓うですね,soo desu ne,"Me, too. / I agree.　(used when the speaker is agreeing with the other person)",Exp,入門,12,2
2366,752,楽しみですね,たのしみですね,たのし↓みですね,tanoshimi desu ne,I'm looking forward to it.,Exp,入門,12,2
3136,747,パーティー,パーティー,パ↓ーティー,paatii,party,N,入門,12,2
3606,750,忘年会,ぼうねんかい,ぼうね↓んかい／ぼうねんかい○,boonenkai,year-end party,N,入門,12,2
3718,754,まだわかりません,まだわかりません,ま↓だ　わかりませ↓ん,mada wakarimasen,I don't know yet.,Exp,入門,12,2
3902,751,もちろん,もちろん,もち↓ろん,mochiron,of course,,入門,12,2
4095,746,来週,らいしゅう,らいしゅう○,raishuu,next week,N,入門,12,2
236,759,いっしょに,いっしょに,いっしょに○,issho ni,together,,入門,12,3
619,763,男はつらいよ,おとこはつらいよ,おとこ↓はつら↓いよ,otoko wa tsurai yo,"Otoko wa Tsurai yo (""It's Tough Being a Man"")",N,入門,12,3
1495,760,今度,こんど,こ↓んど,kondo,next,N,入門,12,3
1501,761,今晩,こんばん,こ↓んばん,konban,this evening,N,入門,12,3
3105,758,飲み会,のみかい,のみかい○,nomikai,drinking party,N,入門,12,3
3149,757,ハイキング,ハイキング,ハ↓イキング,haikingu,hiking,N,入門,12,3
3715,762,また今度,またこんど,またこ↓んど,mata kondo,Maybe another time.,Exp,入門,12,3
3947,756,焼肉,やきにく,やきにく○,yakiniku,yakiniku (Japanese grilled meat),N,入門,12,3
165,764,いいね！,いいね！,い↓いね！,ii ne,That's great! ,Exp,入門,12,4
1170,767,ぐすん,ぐすん,ぐす↓ん,gusun,Sniff.,Exp,入門,12,4
1607,765,残念,ざんねん,ざんね↓ん,zannen,What a pity.,Exp,入門,12,4
4125,766,了解,りょうかい,りょうかい○,ryookai,Okay.,Exp,入門,12,4
405,778,駅,えき,え↓き,eki,train station,N,入門,13,1
759,781,快速,かいそく,かいそく○,kaisoku,express / rapid,N,入門,13,1
805,782,各駅停車／各停,かくえきていしゃ／かくてい,かくえきて↓いしゃ／かくてい○,kakueki-teesha / kakutee,local (stopping at every station),N,入門,13,1
1158,775,空港,くうこう,くうこう○,kuukoo,airport,N,入門,13,1
1426,783,この,この,この○,kono,this ～,N,入門,13,1
1542,786,先,さき,さき○,saki,ahead,N,入門,13,1
1713,776,市民病院,しみんびょういん,しみんびょ↓ういん,shimin-byooin,community hospital,N,入門,13,1
2323,770,タクシー,タクシー,タ↓クシー,takushii,taxi,N,入門,13,1
2438,771,地下鉄,ちかてつ,ちかてつ○,chikatetsu,subway,N,入門,13,1
2526,789,次,つぎ,つぎ↓,tsugi,next,N,入門,13,1
2651,768,電車,でんしゃ,でんしゃ○／で↓んしゃ,densha,train,N,入門,13,1
2794,790,止まりません,とまりません,とまりませ↓ん,tomarimasen,It does not stop there.,Exp,入門,13,1
2795,787,止まる／止まります,とまる／とまります,とまる○／とまりま↓す,tomaru / tomarimasu,to stop,V［1］,入門,13,1
2935,785,何番線,なんばんせん,なんばんせん○,nan-bansen,which platform,N,入門,13,1
3003,774,～に乗ります,～にのります,～に　のりま↓す,～ni norimasu,I will take ～.,Exp,入門,13,1
3096,791,乗ってください,のってください,のってくださ↓い,notte kudasai,Please take ～.,Exp,入門,13,1
3124,788,乗る／乗ります,のる／のります,のる○／のりま↓す,noru / norimasu,to take / to ride,V［1］,入門,13,1
3198,769,バス,バス,バ↓ス,basu,bus,N,入門,13,1
3286,777,～番,～ばん,～ばん,～ban,number ～,,入門,13,1
3296,779,～番線,～ばんせん,～ばんせん○,～bansen,platform number ～ ,,入門,13,1
3300,784,反対側,はんたいがわ,はんたいがわ○,hantaigawa,opposite side,N,入門,13,1
3303,780,～番乗り場,～ばんのりば,～ばんの↓りば,～ban-noriba,stand number ～ / pier number ～ ,,入門,13,1
3344,772,飛行機,ひこうき,ひこ↓うき,hikooki,plane,N,入門,13,1
3502,773,船,ふね,ふ↓ね,fune,ship,N,入門,13,1
712,798,お忘れ物のないよう、お降りください,おわすれもののないよう、おおりください,おわすれもののな↓いよう、おおりくださ↓い,"owasuremono no naiyoo, oori kudasai",Please make sure you don't forget anything when you get off. (polite expression),Exp,入門,13,2
1779,792,終点,しゅうてん,しゅうてん○,shuuten,final stop,N,入門,13,2
2145,793,～線 　（武蔵山線）,～せん　（むさしやません）,～せん　（むさしやません○）,～sen　(musashiyama-sen),～ Line　(e.g. Musashiyama Line),N,入門,13,2
2602,795,出口／お出口,でぐち／おでぐち,で↓ぐち／おで↓ぐち,deguchi / odeguchi,exit,N,入門,13,2
3120,794,乗り換え／お乗換え,のりかえ／おのりかえ,のりかえ○／おのりかえ○,norikae / onorikae ,transfer,N,入門,13,2
3147,797,はい、そうです,はい、そうです,は↓い、そ↓うです,"hai, soo desu","Yes, that's right.",Exp,入門,13,2
3766,796,右側,みぎがわ,みぎがわ○,migigawa,right side,N,入門,13,2
123,826,雨の日,あめのひ,あ↓めのひ↓,ame no hi,rainy days,,入門,13,3
133,822,歩いて,あるいて,ある↓いて,aruite,on foot,,入門,13,3
210,800,1時間,いちじかん,いちじ↓かん,ichi-jikan,one hour,N,入門,13,3
211,801,1時間半,いちじかんはん,いちじかんは↓ん,ichi-jikan-han,1.5 hours,N,入門,13,3
245,809,1分,いっぷん,い↓っぷん,ippun,1 minute,N,入門,13,3
785,824,かかる／かかります,かかる／かかります,かか↓る／かかりま↓す,kakaru / kakarimasu,to take,V［1］,入門,13,3
1103,817,9分,きゅうふん,きゅ↓うふん,kyuu-fun,9 minutes,N,入門,13,3
1190,825,～ぐらい  （10分ぐらい）,～ぐらい　（じゅっぷんぐらい）,～ぐ↓らい　（じゅっぷんぐ↓らい）,～gurai　(juppun-gurai),around ～　(e.g. around 10 minutes),,入門,13,3
1211,821,車,くるま,くるま○,kuruma,car,N,入門,13,3
1383,808,50分,ごじゅっぷん,ごじゅっ↓ぷん,gojuppun,50 minutes,N,入門,13,3
1442,813,5分,ごふん,ご↓ふん,go-fun,5 minutes,N,入門,13,3
1602,806,30分,さんじゅっぷん,さんじゅ↓っぷん,sanjuppun,30 minutes,N,入門,13,3
1612,811,3分,さんぷん,さ↓んぷん,san-pun,3 minutes,N,入門,13,3
1635,799,～時間,～じかん,～じ↓かん,～jikan,～ hours,,入門,13,3
1689,819,自転車,じてんしゃ,じてんしゃ○／じて↓んしゃ,jitensha,bicycle,N,入門,13,3
1824,804,10分,じゅっぷん,じゅ↓っぷん,juppun,10 minutes,N,入門,13,3
2303,827,大変ですね,たいへんですね,たいへんで↓すね,taihen desu ne,That's tough.,Exp,入門,13,3
2728,818,どうやって,どうやって,ど↓うやって,doo yatte,how,,入門,13,3
2786,823,どのぐらい,どのぐらい,どのぐらい○／ど↓のぐらい,donogurai,how long,,入門,13,3
2894,815,7分,ななふん,なな↓ふん,nana-fun,7 minutes,N,入門,13,3
2963,802,2時間,にじかん,にじ↓かん,ni-jikan,two hours,N,入門,13,3
2983,805,20分,にじゅっぷん,にじゅ↓っぷん,nijuppun,20 minutes,N,入門,13,3
3006,810,2分,にふん,に↓ふん,ni-fun,2 minutes,N,入門,13,3
3151,820,バイク,バイク,バ↓イク,baiku,motorcycle,N,入門,13,3
3225,816,8分,はちふん／はっぷん,はち↓ふん／は↓っぷん,hachi-fun / happun,8 minutes,N,入門,13,3
3541,803,～分,～ふん／ぷん,～ふん／ぷん,～fun / pun,～ minutes (indicate the length of time),,入門,13,3
4085,807,40分,よんじゅっぷん,よんじゅ↓っぷん,yonjuppun,40 minutes,N,入門,13,3
4090,812,4分,よんふん／よんぷん,よ↓んふん／よ↓んぷん,yon-fun / yon-pun,4 minutes,N,入門,13,3
4202,814,6分,ろっぷん,ろ↓っぷん,roppun,6 minutes,N,入門,13,3
221,831,市場 　,いちば,い↓ちば,ichiba,market,N,入門,13,4
705,829,降りる／降ります,おりる／おります,おり↓る／おりま↓す,oriru / orimasu,to get off,V［2］,入門,13,4
1726,832,市役所,しやくしょ,しや↓くしょ,shiyakusho,city hall,N,入門,13,4
3121,830,乗り換える／乗り換えます,のりかえる／のりかえます,のりか↓える／のりかえま↓す,norikaeru / norikaemasu,to transfer,V［2］,入門,13,4
3125,828,乗る／乗ります,のる／のります,のる○／のりま↓す,noru / norimasu,to take / to ride,V［1］,入門,13,4
3202,833,バスセンター,バスセンター,バスセ↓ンター,basu-sentaa,bus center,N,入門,13,4
3890,834,～モール  （さくらモール）,～モール　（さくらモール）,～モ↓ール　（さくらモ↓ール）,～mooru  (sakura-mooru),～ mall　(e.g. Sakura Mall),N,入門,13,4
414,840,エスカレーター,エスカレーター,エスカレ↓ーター,esukareetaa,escalator,N,入門,13,5
430,841,エレベーター,エレベーター,エレベ↓ーター,erebeetaa,elevator,N,入門,13,5
751,839,改札,かいさつ,かいさつ○,kaisatsu,ticket gate,N,入門,13,5
1027,838,北口,きたぐち,きたぐち○,kitaguchi,North Exit,N,入門,13,5
2324,844,タクシー乗り場,タクシーのりば,タクシーの↓りば,takushii-noriba,taxi stand,N,入門,13,5
2964,836,西口,にしぐち,にしぐち○,nishiguchi,West Exit,N,入門,13,5
3205,843,バス乗り場,バスのりば,バスの↓りば,basu-noriba,bus stop,N,入門,13,5
3330,835,東口,ひがしぐち,ひがしぐち○,higashiguchi,East Exit,N,入門,13,5
3721,842,待合室,まちあいしつ,まちあ↓いしつ,machiaishitsu,waiting room,N,入門,13,5
3803,837,南口,みなみぐち,みなみぐち○,minamiguchi,South Exit,N,入門,13,5
85,851,あちら,あちら,あちら○,achira,over there,N,入門,14,1
88,853,あっち,あっち,あっち↓,acchi,over there (a casual way of saying あちら),N,入門,14,1
402,849,ATM,エーティーエム,エーティーエ↓ム,eetiiemu,ATM (automated teller machine),N,入門,14,1
511,855,奥,おく,お↓く,oku,inside,N,入門,14,1
1033,850,喫煙所,きつえんじょ,きつえんじょ○,kitsuenjo,smoking room / smoking area,N,入門,14,1
1293,846,コインロッカー,コインロッカー,コインロ↓ッカー,koinrokkaa,coin-operated locker,N,入門,14,1
1503,848,コンビニ,コンビニ,コンビニ○,konbini,convenience store,N,入門,14,1
1697,847,自動販売機,じどうはんばいき,じどうはんば↓いき,jidoohanbaiki,vending machine,N,入門,14,1
1982,856,すいません,すいません,すいませ↓ん,suimasen,Sorry. (an informal way of saying すみません),Exp,入門,14,1
2496,857,ちょっと、わからないですね,ちょっと、わからないですね,ちょ↓っと、わから↓ないですね,"chotto, wakaranai desu ne",I don't really know.,Exp,入門,14,1
2681,845,トイレ,トイレ,ト↓イレ,toire,toilet,N,入門,14,1
3110,852,飲み物,のみもの,のみも↓の／のみ↓もの,nomimono,drink,N,入門,14,1
3414,854,ビル,ビル,ビ↓ル,biru,building,N,入門,14,1
304,866,インフォメーション,インフォメーション,インフォメ↓ーション,infomeeshon,information counter,N,入門,14,2
315,858,上,うえ,うえ○／～（の）うえ↓,ue,above,N,入門,14,2
335,861,後ろ,うしろ,うしろ○,ushiro,behind,N,入門,14,2
415,864,エスカレーター,エスカレーター,エスカレ↓ーター,esukareetaa,escalator,N,入門,14,2
752,865,改札,かいさつ,かいさつ○,kaisatsu,ticket gate,N,入門,14,2
1665,859,下,した,した○／～（の）した↓,shita,below,N,入門,14,2
2005,868,すぐ,すぐ,す↓ぐ,sugu,immediately,,入門,14,2
2227,867,そっち,そっち,そっち↓,socchi,there,N,入門,14,2
2859,862,中,なか,な↓か,naka,inside,N,入門,14,2
3688,860,前,まえ,ま↓え,mae,in front ,N,入門,14,2
3735,870,待っててください,まっててください,ま↓っててくださ↓い,mattete kudasai,Please wait there.,Exp,入門,14,2
4048,863,横,よこ,よこ○,yoko,beside,N,入門,14,2
4212,869,わかった,わかった,わか↓った,wakatta,I understand. (a casual way of saying わかりました),Exp,入門,14,2
83,872,新しい,あたらしい,あたらし↓い,atarashii,new,イA,入門,14,3
139,892,あれ,あれ,あれ○,are,that,N,入門,14,3
474,873,大きい,おおきい,おおき↓い,ookii,large,イA,入門,14,3
476,874,大きな,おおきな,お↓おきな,ookina,large ,,入門,14,3
605,886,お寺,おてら,おてら○,otera,temple,N,入門,14,3
953,889,川,かわ,かわ↓,kawa,river,N,入門,14,3
1030,884,きたない,きたない,きたな↓い,kitanai,dirty,イA,入門,14,3
1130,883,きれい（な）,きれい（な）,き↓れい（な）,kiree (na),clean,ナA,入門,14,3
1300,888,公園,こうえん,こうえん○,kooen,park,N,入門,14,3
1658,880,静か（な）,しずか（な）,し↓ずか（な）,shizuka (na),quiet,ナA,入門,14,3
1876,885,商店街,しょうてんがい,しょうて↓んがい,shootengai,shopping street,N,入門,14,3
2140,882,せまい,せまい,せま↓い,semai,cramped,イA,入門,14,3
2201,898,そうだね,そうだね,そ↓うだね,soo da ne,Yes. / I agree. (a casual way of saying そうですね),Exp,入門,14,3
2312,877,高い,たかい,たか↓い,takai,high,イA,入門,14,3
2321,896,たくさん,たくさん,たくさん○,takusan,lots of,N,入門,14,3
2354,893,建物,たてもの,たて↓もの／たても↓の,tatemono,building,N,入門,14,3
2422,875,小さい,ちいさい,ちいさ↓い,chiisai,small,イA,入門,14,3
2423,876,小さな,ちいさな,ち↓いさな,chiisana,small ,,入門,14,3
2610,895,～でしょう？,～でしょう？,～でしょう？,～deshoo?,～ isn't it? (used when the speaker is looking for the other person's agreement),,入門,14,3
2734,894,～ドーム　（札幌ドーム）,～ドーム　（さっぽろドーム）,～ド↓ーム　（さっぽろド↓ーム）,～doomu　(sapporo-doomu),～ Dome　(e.g. Sapporo Dome),N,入門,14,3
2735,890,通り,とおり,とおり↓,toori,street,N,入門,14,3
2951,879,にぎやか（な）,にぎやか（な）,にぎ↓やか（な）,nigiyaka (na),lively,ナA,入門,14,3
3339,878,低い,ひくい,ひく↓い,hikui,low,イA,入門,14,3
3418,881,広い,ひろい,ひろ↓い,hiroi,spacious,イA,入門,14,3
3529,871,古い,ふるい,ふる↓い,furui,old,イA,入門,14,3
3792,897,見て,みて,み↓て,mite,Look at that!,Exp,入門,14,3
3951,887,野球場,やきゅうじょう,やきゅうじょう○,yakyuujoo,baseball ground,N,入門,14,3
4002,891,有名（な）,ゆうめい（な）,ゆうめい（な）○,yuumee (na),famous,ナA,入門,14,3
324,916,受付時間,うけつけじかん,うけつけじ↓かん,uketsuke-jikan,reception hours,N,入門,14,4
392,913,営業時間,えいぎょうじかん,えいぎょうじ↓かん,eegyoo-jikan,opening hours,N,入門,14,4
396,908,営業中,えいぎょうちゅう,えいぎょうちゅう○,eegyoochuu,open,N,入門,14,4
1014,899,危険,きけん,きけん○,kiken,danger,N,入門,14,4
1145,904,銀行,ぎんこう,ぎんこう○,ginkoo,bank,N,入門,14,4
1310,902,工事中,こうじちゅう,こうじちゅう○,koojichuu,under construction,N,入門,14,4
1523,909,祭（日）,さい（じつ）,さい（じつ）○,sai (jitsu),public holiday,N,入門,14,4
1553,905,酒,さけ,さけ○,sake,liquor,N,入門,14,4
1810,910,祝（日）,しゅく（じつ）,しゅく（じつ）○,shuku (jitsu),public holiday,N,入門,14,4
1843,907,準備中,じゅんびちゅう,じゅんびちゅう○,junbichuu,opening soon,N,入門,14,4
2372,903,たばこ,たばこ,たばこ○,tabako,tobacco / cigarette,N,入門,14,4
2455,900,注意,ちゅうい,ちゅ↓うい,chuui,caution,N,入門,14,4
2504,901,通行止,つうこうどめ,つうこうどめ○,tsuukoodome,road closed,N,入門,14,4
2575,906,定休日,ていきゅうび,ていきゅ↓うび,teekyuubi,closed every ～,N,入門,14,4
2583,915,ディナー,ディナー,ディ↓ナー,dinaa,dinner,N,入門,14,4
2979,911,24時間営業,にじゅうよじかんえいぎょう,に↓じゅう△よじかんえ↓いぎょう,nijuu-yojikan-eegyoo,open 24 hours,N,入門,14,4
3082,912,年中無休,ねんじゅうむきゅう,ね↓んじゅう△むきゅう○,nenjuu-mukyuu,open year round,N,入門,14,4
3965,917,休,やすみ,やすみ↓,yasumi,closed,N,入門,14,4
4109,914,ランチ,ランチ,ラ↓ンチ,ranchi,lunch,N,入門,14,4
407,933,駅前,えきまえ,えきまえ○／えきま↓え,ekimae,in front of the station,N,入門,15,1
761,929,懐中電灯,かいちゅうでんとう,かいちゅうで↓んとう,kaichuu-dentoo,torch,N,入門,15,1
1374,931,ココナッツミルク,ココナッツミルク,ココナッツミ↓ルク,kokonattsu-miruku,coconut milk,N,入門,15,1
1504,918,コンビニ,コンビニ,コンビニ○,konbini,convenience store,N,入門,15,1
1924,922,ショッピングセンター,ショッピングセンター,ショッピングセ↓ンター,shoppingu-sentaa,shopping center,N,入門,15,1
