50音順,「ことばリスト」順,見出し,読み,アクセント,"ローマ字
（「入門」のみ）",英訳,品詞,部,課,活動
508,2517,お客さん,おきゃくさん,おきゃくさん○,,visitors,N,初級2,1,3
954,2502,川,かわ,かわ↓,,river,N,初級2,1,3
968,2515,観光客,かんこうきゃく,かんこ↓うきゃく, ,tourist,N,初級2,1,3
971,2510,観光地,かんこうち,かんこ↓うち, ,tourist destination,N,初級2,1,3
1023,2497,北,きた,きた○,,north,N,初級2,1,3
1304,2508,高原,こうげん,こうげん○,,plateau,N,初級2,1,3
1575,2507,砂漠,さばく,さばく○,,desert,N,初級2,1,3
1661,2501,自然,しぜん,しぜん○,　,nature,N,初級2,1,3
1705,2503,島,しま,しま↓,　,island,N,初級2,1,3
1739,2505,ジャングル,ジャングル,ジャ↓ングル,,jungle,N,初級2,1,3
1825,2509,首都,しゅと,しゅ↓と,,capital,N,初級2,1,3
2137,2520,セブ,セブ,セ↓ブ,,Cebu,N,初級2,1,3
2138,2524,セブ島,セブとう,セブとう○,,Cebu Island,N,初級2,1,3
2184,2506,草原,そうげん,そうげん○,,grassland,N,初級2,1,3
2434,2519,違います,ちがいます,ちがいま↓す,,That's not so.,Exp,初級2,1,3
2659,2518,テント,テント,テ↓ント,,tent,N,初級2,1,3
2738,2513,都会,とかい,とかい○,,city,N,初級2,1,3
2961,2500,西,にし,にし○,,west,N,初級2,1,3
3128,2512,のんびりしている,のんびりしている,のんび↓りしている,,easygoing,,初級2,1,3
3212,2514,畑,はたけ,はたけ○,,plantation,N,初級2,1,3
3329,2498,東,ひがし,ひがし○,,east,N,初級2,1,3
3599,2496,方角,ほうがく,ほうがく○,,direction,N,初級2,1,3
3609,2522,ホーチミン,ホーチミン,ホーチ↓ミン,,Ho Chi Minh,N,初級2,1,3
3802,2499,南,みなみ,みなみ○,,south,N,初級2,1,3
3930,2504,森,もり,もり○,　,forest,N,初級2,1,3
3934,2511,モンゴル,モンゴル,モ↓ンゴル,,Mongolia,N,初級2,1,3
101,2533,アニソン,アニソン,アニソン○,,ani-son (anime song),N,初級2,1,4
303,2529,インド料理,インドりょうり,インドりょ↓うり,,Indian cuisine,N,初級2,1,4
1210,2527,グループ,グループ,グル↓ープ,,group,N,初級2,1,4
1454,2528,コミュニケーションする,コミュニケーションする,コミュニケ↓ーションする,,to communicate,V［3］,初級2,1,4
1647,2525,自己紹介,じこしょうかい,じこしょ↓うかい,,self-introduction,N,初級2,1,4
2378,2530,食べ歩き,たべあるき,たべあるき○,,walking around and trying foods from different places,N,初級2,1,4
2995,2531,ニックネーム,ニックネーム,ニックネ↓ーム,,nickname,N,初級2,1,4
3058,2526,猫,ねこ,ね↓こ,,cat,N,初級2,1,4
3295,2532,バンコク,バンコク,バ↓ンコク,,Bangkok,N,初級2,1,4
23,2556,青い,あおい,あお↓い,,blue,イA,初級2,2,1
27,2553,赤い,あかい,あかい○／あか↓い,　,red,イA,初級2,2,1
618,2558,男の人,おとこのひと,おとこのひと↓,,man,N,初級2,2,1
817,2548,かける　（めがねをかける）,かける　（めがねをかける）,かけ↓る　（め↓がねをかけ↓る）,,to wear　(e.g. wear glasses),V［2］,初級2,2,1
903,2541,かぶる　（帽子をかぶる）,かぶる　（ぼうしをかぶる）,かぶ↓る　（ぼうしをかぶ↓る）,,to wear　(e.g. wear a hat),V［1］,初級2,2,1
912,2534,髪,かみ,かみ↓,　,hair,N,初級2,2,1
914,2535,髪が長い,かみがながい,かみ↓が　なが↓い,,long-haired,イA,初級2,2,1
915,2536,髪が短い,かみがみじかい,かみ↓が　みじか↓い,,short-haired,イA,初級2,2,1
1004,2555,黄色い,きいろい,きいろい○／きいろ↓い,　,yellow,イA,初級2,2,1
1126,2545,着る,きる,きる○,,to wear (a dress),V［2］,初級2,2,1
1220,2557,黒い,くろい,くろ↓い,,black,イA,初級2,2,1
1735,2551,シャツ,シャツ,シャ↓ツ,,shirt,N,初級2,2,1
1740,2559,ジャンパー,ジャンパー,ジャ↓ンパー,,zip-up jacket,N,初級2,2,1
1945,2554,白い,しろい,しろ↓い,,white,イA,初級2,2,1
2067,2552,ズボン,ズボン,ズボ↓ン／ズ↓ボン,,trousers,N,初級2,2,1
2084,2543,する　（ピアスをする）,する　（ピアスをする）,する○　（ピ↓アスをする）,,to wear　(e.g.wear earrings),V［3］,初級2,2,1
2085,2539,座る,すわる,すわる○,,to sit,V［1］,初級2,2,1
2087,2537,背,せ,せ↓,,height,N,初級2,2,1
2111,2538,背が高い,せがたかい,せ↓が　たか↓い,　,tall,イA,初級2,2,1
2349,2540,立つ,たつ,た↓つ,,to stand,V［1］,初級2,2,1
3173,2546,はく　（くつをはく）,はく　（くつをはく）,はく○　（くつ↓をはく）,,to wear　(e.g. wear shoes),V［1］,初級2,2,1
3271,2550,はやす　（ひげをはやす）,はやす　（ひげをはやす）,はや↓す　（ひげをはや↓す）,,to have　(e.g. have a beard),V［1］,初級2,2,1
3318,2542,ピアス,ピアス,ピ↓アス,,earrings,N,初級2,2,1
3341,2549,ひげ,ひげ,ひげ○,,beard,N,初級2,2,1
3645,2560,ほら,ほら,ほ↓ら, ,Look!,Exp,初級2,2,1
3859,2547,めがね,めがね,め↓がね,　,glasses / spectacles,N,初級2,2,1
4245,2544,ワンピース　,ワンピース,ワンピ↓ース,,dress,N,初級2,2,1
29,2570,赤ちゃん,あかちゃん,あ↓かちゃん,　,baby,N,初級2,2,2
195,2564,忙しい,いそがしい,いそがし↓い,,busy,イA,初級2,2,2
583,2574,遅くまで,おそくまで,おそく↓まで,,until late,,初級2,2,2
1050,2562,きびしい,きびしい,きびし↓い,,strict,イA,初級2,2,2
1266,2566,元気（な）,げんき（な）,げ↓んき（な）,,energetic,ナA,初級2,2,2
1290,2567,恋人,こいびと,こいびと○,,boyfriend / girlfriend,N,初級2,2,2
1428,2569,この間,このあいだ,このあいだ○, ,the other day,N,初級2,2,2
1483,2563,こわい,こわい,こわ↓い, ,scary,イA,初級2,2,2
1496,2572,今度,こんど,こ↓んど,,this time,N,初級2,2,2
1971,2575,心配（な）,しんぱい（な）,しんぱい（な）○,　,concerning,ナA,初級2,2,2
2870,2571,泣く,なく,なく○,,to cry,V［1］,初級2,2,2
3697,2568,孫,まご,まご↓,,grandchild,N,初級2,2,2
3698,2565,まじめ（な）,まじめ（な）,まじめ（な）○,　,sincere,ナA,初級2,2,2
3782,2573,見た目,みため,みため○,,appearance,N,初級2,2,2
3960,2561,やさしい,やさしい,やさしい○／やさし↓い,,kind / friendly,イA,初級2,2,2
119,2591,安室奈美恵,あむろなみえ,あむろなみえ○,,Amuro Namie (Japanese singer),N,初級2,2,3
264,2584,今でも,いまでも,い↓までも,,even now,,初級2,2,3
299,2583,引退する,いんたいする,いんたいする○,,to retire,V［3］,初級2,2,3
339,2577,歌,うた,うた↓,,singing,N,初級2,2,3
388,2588,映画祭,えいがさい,えいがさい○／えいが↓さい,,film festival,N,初級2,2,3
433,2578,演技,えんぎ,え↓んぎ,,acting,N,初級2,2,3
837,2581,歌手,かしゅ,か↓しゅ, ,singer,N,初級2,2,3
868,2576,かっこいい,かっこいい,かっこい↓い,,cool,イA,初級2,2,3
1034,2587,きっかけ,きっかけ,きっかけ○,　,original motivation,N,初級2,2,3
1670,2593,七人の侍,しちにんのさむらい,しち↓にんのさむらい,,Seven Samurai,N,初級2,2,3
1869,2580,上手（な）,じょうず（な）,じょうず↓（な）,,well / good at,ナA,初級2,2,3
2110,2589,世界中,せかいじゅう,せかいじゅう○,　,around the world,N,初級2,2,3
2262,2586,そんな,そんな,そんな○,,such,N,初級2,2,3
2401,2582,だれか,だれか,だ↓れか,,anyone,N,初級2,2,3
2409,2579,ダンス,ダンス,ダ↓ンス,,dance / dancing,N,初級2,2,3
3161,2585,俳優,はいゆう,はいゆう○, ,actor,N,初級2,2,3
3435,2590,ファン,ファン,ファ↓ン,　,fan,N,初級2,2,3
3805,2592,三船敏郎,みふねとしろう,みふねとしろう○,,Mifune Toshiro (Japanese actor),N,初級2,2,3
31,2597,明るい,あかるい,あかるい○／あかる↓い,,bright,イA,初級2,2,4
627,2602,おとなりさん,おとなりさん,おとなりさん○,,neighbor,N,初級2,2,4
632,2596,驚く,おどろく,おどろ↓く,,to be surprised,V［1］,初級2,2,4
984,2603,簡単に,かんたんに,かんたんに○,,simply,,初級2,2,4
1137,2595,金色,きんいろ,きんいろ○, ,golden,N,初級2,2,4
1333,2607,交流協会,こうりゅうきょうかい,こうりゅうきょ↓うかい,,exchange association,N,初級2,2,4
1937,2601,シリーズ,シリーズ,シリ↓ーズ,,series,N,初級2,2,4
2601,2600,できれば,できれば,でき↓れば,　,if possible,,初級2,2,4
3150,2599,ハイキング,ハイキング,ハ↓イキング,,hiking,N,初級2,2,4
3180,2605,パゴダ,パゴダ,パ↓ゴダ,,pagoda,N,初級2,2,4
3357,2598,びっくりする,びっくりする,びっく↓りする,,to be shocked,V［3］,初級2,2,4
3457,2606,増える,ふえる,ふえ↓る,,to increase,V［2］,初級2,2,4
3701,2594,まず,まず,ま↓ず,,first of all,,初級2,2,4
3987,2604,ヤンゴン,ヤンゴン,ヤ↓ンゴン,,Yangon,N,初級2,2,4
5,2615,アイス,アイス,ア↓イス,,iced,N,初級2,3,1
482,2610,大盛り,おおもり,おおもり○,,large serving,N,初級2,3,1
501,2611,おかわり自由,おかわりじゆう,おか↓わり△じゆ↓う,,free refill,N,初級2,3,1
694,2620,親子丼,おやこどん,おやこどん○,,oyako-don (rice bowl with chicken and eggs),N,初級2,3,1
874,2619,かつ丼,かつどん,かつどん○,,katsu-don (rice bowl with pork cutlet),N,初級2,3,1
951,2618,カレーライス,カレーライス,カレーラ↓イス,,curry and rice,N,初級2,3,1
2536,2621,つく　（みそ汁がつく）,つく　（みそしるがつく）,つ↓く　（みそし↓るがつ↓く）,,to be served with　(e.g. served with miso soup),V［1］,初級2,3,1
2579,2608,定食,ていしょく,ていしょく○,,set meal,N,初級2,3,1
3104,2613,～のみ　（平日のみ）,～のみ　（へいじつのみ）,～の↓み　（へいじつの↓み）,,～ only　(e.g. only on weekdays),,初級2,3,1
3306,2617,ハンバーグ,ハンバーグ,ハンバ↓ーグ,,hamburger steak,N,初級2,3,1
3333,2609,日替わり,ひがわり,ひがわり○,,daily special,N,初級2,3,1
3549,2612,平日,へいじつ,へいじつ○,,weekday,N,初級2,3,1
3634,2614,ホット,ホット,ホ↓ット,,hot,N,初級2,3,1
3943,2616,焼き魚,やきざかな,やきざ↓かな,,grilled fish,N,初級2,3,1
142,2634,アレルギー,アレルギー,アレ↓ルギー,,allergy,N,初級2,3,2
834,2646,かしこまりました,かしこまりました,かしこまりま↓した,,Certainly. (polite expression),Exp,初級2,3,2
893,2626,カニ,カニ,カニ○,,crab,N,初級2,3,2
1095,2625,牛肉,ぎゅうにく,ぎゅうにく○,,beef,N,初級2,3,2
1209,2636,来る,くる,く↓る,,to come,V［3］,初級2,3,2
1535,2623,材料,ざいりょう,ざいりょ↓う,,ingredient,N,初級2,3,2
1690,2635,自転車,じてんしゃ,じてんしゃ○／じて↓んしゃ,,bicycle,N,初級2,3,2
1755,2631,宗教,しゅうきょう,しゅ↓うきょう,　,religion,N,初級2,3,2
1847,2632,～上　（宗教上）,～じょう　（しゅうきょうじょう）,～じょう　（しゅうきょうじょう○）,　,in terms of ～　(e.g. because of my religion),,初級2,3,2
2225,2645,そっか,そっか,そ↓っか,,I see. (a very casual way of saying そうですか）,Exp,初級2,3,2
2384,2642,食べられる,たべられる,たべられ↓る,,can eat,,初級2,3,2
2393,2622,だめ（な）,だめ（な）,だめ↓（な）,,cannot have / stand,ナA,初級2,3,2
2472,2639,注文する,ちゅうもんする,ちゅうもんする○,,to order,V［3］,初級2,3,2
2724,2638,豆腐,とうふ,とうふ○,　,tofu,N,初級2,3,2
2876,2627,ナッツ,ナッツ,ナ↓ッツ,,nuts,N,初級2,3,2
3046,2644,～抜き　（わさび抜き）,～ぬき　（わさびぬき）,～ぬ↓き　（わ↓さび△ぬ↓き）,,no ～　(e.g. no wasabi),,初級2,3,2
3055,2629,ねぎ,ねぎ,ね↓ぎ,,bunching onion,N,初級2,3,2
3116,2640,飲める,のめる,のめ↓る,,can drink,,初級2,3,2
3488,2624,豚肉,ぶたにく,ぶたにく○,,pork,N,初級2,3,2
3557,2637,ベジタリアン,ベジタリアン,ベジタ↓リアン,　,vegetarian,N,初級2,3,2
3617,2643,ほかの,ほかの,ほかの○,,other,,初級2,3,2
3810,2630,みりん,みりん,みりん○,,mirin (sweet cooking sake),N,初級2,3,2
3862,2641,メニュー,メニュー,メ↓ニュー,,menu,N,初級2,3,2
4118,2633,理由,りゆう,りゆう○,,reason,N,初級2,3,2
4226,2628,わさび,わさび,わ↓さび,,wasabi (Japanese horseradish),N,初級2,3,2
175,2674,いかが,いかが,いか↓が,　,how about ～ (polite expression for saying どう),,初級2,3,3
176,2679,いかがですか？,いかがですか？,いか↓がですか？,,Would you like? / How about?  (polite expression),Exp,初級2,3,3
190,2681,以上でよろしいですか？,いじょうでよろしいですか？,い↓じょうで　よろし↓いですか？,,Is that all? (polite expression),Exp,初級2,3,3
488,2668,お会計、お願いします,おかいけい、おねがいします,おかいけい○、おねがいしま↓す,,Could we have the check please?,Exp,初級2,3,3
504,2678,お決まりですか？,おきまりですか？,おきまりで↓すか？,,Have you decided? (polite expression),Exp,初級2,3,3
506,2670,お客様,おきゃくさま,おきゃくさ↓ま,　,Ma'am / Sir (polite expression to address a customer),N,初級2,3,3
574,2657,おすすめ,おすすめ,おすすめ○,,recommendation / specialty,N,初級2,3,3
594,2682,お使いください,おつかいください,おつかいくださ↓い,,Please use. (polite expression),Exp,初級2,3,3
739,2650,会計／お会計,かいけい／おかいけい,かいけい○／おかいけい○,,cash register / payment,N,初級2,3,3
774,2647,カウンター,カウンター,カウンター○,　,counter,N,初級2,3,3
820,2677,～がございます,～がございます,～がございま↓す,　,We have ～. (polite expression),Exp,初級2,3,3
1059,2656,決まる,きまる,きまる○,,to make a decision,V［1］,初級2,3,3
1138,2652,禁煙,きんえん,きんえん○,　,no smoking,N,初級2,3,3
1159,2665,クーポン,クーポン,ク↓ーポン,,coupon,N,初級2,3,3
1288,2675,ごいっしょ,ごいっしょ,ごいっしょ○,,together (polite expression),N,初級2,3,3
1400,2673,ご注文,ごちゅうもん,ごちゅうもん○,,order (polite expression),N,初級2,3,3
1545,2663,先に,さきに,さきに○,,first,,初級2,3,3
1558,2648,座敷,ざしき,ざしき↓,　,zashiki (tatami seating),N,初級2,3,3
1631,2666,次回,じかい,じ↓かい,,next time,N,初級2,3,3
1905,2684,食後に,しょくごに,しょくごに○,,after the meal,,初級2,3,3
2009,2683,少なめ,すくなめ,すくなめ○,,smaller amount,N,初級2,3,3
2178,2655,全面,ぜんめん,ぜんめん○,,entirely,N,初級2,3,3
2257,2667,それにします,それにします,それにしま↓す,,I'll have that.,Exp,初級2,3,3
2586,2649,テーブル,テーブル,テーブル○,,table,N,初級2,3,3
2718,2654,当店,とうてん,と↓うてん,,our restaurant,N,初級2,3,3
2721,2680,どうなさいますか？,どうなさいますか？,ど↓うなさいま↓すか？,,How would you prefer? / How much? (polite expression),Exp,初級2,3,3
2937,2671,何名様,なんめいさま,な↓んめいさま,,How many people (polite expression),N,初級2,3,3
3040,2658,人気がある,にんきがある,にんきがあ↓る, ,popular,V［1］,初級2,3,3
3493,2662,普通,ふつう,ふつう○,,regular,N,初級2,3,3
3507,2659,フライ,フライ,フライ○, ,furai (deep-fried food),N,初級2,3,3
3565,2664,別々,べつべつ,べつべつ○,,separate (bills),N,初級2,3,3
3566,2669,別々でお願いします,べつべつでおねがいします,べつべつでおねがいしま↓す,,We'd like to pay separately.,Exp,初級2,3,3
3790,2660,ミックスフライ,ミックスフライ,ミックスフ↓ライ,,assorted fried food,N,初級2,3,3
3845,2653,～名　（2名）,～めい　（にめい）,～めい　（に↓めい）,　,～ people / ～ person(s)　(e.g. 2 people),,初級2,3,3
